Sensor1	Sensor2	Sensor3	Sensor4	Sensor5	Sensor6	Sensor7	Sensor8	CO	C6H6	NOx	NO2
799	658	1216	1254	461	36.7	17.1	1.0398	0.6	3.1	26	43
831	679	1143	1291	526	33.8	21.9	1.1303	0.8	3.4	37	60
885	743	1016	1379	647	32.6	24.6	1.1885	1	4.6	53	81
883	731	988	1384	693	30.6	28.4	1.2247	1.1	4.4	56	87
906	790	936	1430	729	29.4	30.5	1.2288	1.1	5.5	51	85
982	906	784	1561	1002	28.4	34.4	1.3140	1.6	8.2	79	91
892	766	880	1399	797	28.3	34.1	1.2951	0.9	5.0	38	55
841	711	956	1367	685	27.8	35.2	1.2968	0.7	4.0	25	42
859	693	988	1377	710	25.3	39.7	1.2656	0.7	3.7	24	43
810	657	1016	1337	629	24.5	41.5	1.2589	0.5	3.1	11	20
749	543	1238	1244	462	23.3	41.9	1.1856	0.3	1.5	16	23
766	616	1163	1306	530	21.5	45.6	1.1558	0.4	2.4	43	43
865	783	893	1446	838	21.3	47.0	1.1793	0.9	5.4	86	68
924	920	767	1534	946	22.2	45.0	1.1867	1.3	8.5	92	62
973	1010	722	1616	1014	23.6	40.8	1.1746	1.6	10.9	102	65
1028	1048	719	1624	1135	27.1	32.4	1.1462	2.1	12.0	171	93
979	999	796	1515	1027	33.4	20.1	1.0142	2	10.6	148	110
892	874	923	1369	749	35.3	17.0	0.9546	1.4	7.4	119	106
892	869	953	1363	632	37.4	14.7	0.9295	1.4	7.3	71	77
836	741	1065	1277	479	38.6	14.6	0.9821	0.9	4.6	53	60
824	708	1091	1256	463	35.8	17.8	1.0274	0.8	4.0	61	67
825	702	1077	1267	458	38.4	16.4	1.0957	0.8	3.8	53	57
871	761	1015	1346	520	39.7	15.3	1.0963	1	5.0	61	60
903	853	930	1420	606	38.8	15.8	1.0706	1.3	6.9	72	69
944	857	880	1463	631	35.2	22.3	1.2467	1.3	7.0	67	77
969	850	857	1503	695	31.7	28.2	1.2962	1.3	6.8	70	77
1005	919	788	1543	871	30.4	30.9	1.3219	1.6	8.5	81	87
972	898	807	1508	879	29.5	32.1	1.3005	1.4	8.0	79	88
960	798	854	1459	780	28.0	34.9	1.2989	1.3	5.7	73	84
946	767	870	1443	728	28.2	36.6	1.3722	1	5.1	57	65
959	787	830	1460	821	26.5	40.7	1.3873	0.9	5.5	45	54
877	658	964	1349	663	28.3	36.7	1.3878	0.6	3.1	25	37
867	645	1001	1385	656	25.7	43.8	1.4233	0.5	2.9	23	36
820	597	1069	1346	603	24.3	48.3	1.4449	0.4	2.2	18	29
828	618	1039	1354	560	23.6	49.2	1.4153	0.4	2.5	23	25
929	791	841	1493	789	22.2	53.9	1.4201	1	5.6	59	41
1118	1079	638	1761	1145	22.5	52.3	1.4100	2.2	12.9	135	68
1155	1181	580	1850	1302	24.3	47.8	1.4321	2.5	16.0	167	82
1112	1058	654	1695	1297	27.3	40.7	1.4548	2.3	12.2	190	137
1094	979	717	1633	1192	33.3	28.2	1.4189	2	10.0	142	119
1023	875	785	1590	711	36.4	27.1	1.6226	1.4	7.4	83	71
1064	942	735	1650	801	36.8	26.2	1.5984	1.7	9.1	94	78
1042	936	759	1630	770	36.4	26.8	1.6038	1.5	8.9	84	72
1059	947	733	1671	813	33.3	32.8	1.6527	1.7	9.2	90	74
1050	921	743	1683	851	31.3	39.5	1.7798	1.6	8.5	91	70
1025	896	738	1693	823	29.9	44.7	1.8511	1.4	7.9	70	55
1029	816	804	1624	778	29.1	48.4	1.9186	1.4	6.1	75	54
1055	831	769	1686	827	28.0	52.9	1.9640	1.4	6.4	72	53
1001	799	800	1642	753	27.7	53.0	1.9423	1.2	5.7	59	46
936	730	864	1551	726	27.7	52.6	1.9202	0.9	4.4	48	38
863	608	1035	1465	597	28.3	49.5	1.8782	0.6	2.3	41	30
841	578	1144	1464	463	27.7	52.5	1.9230	0.5	1.9	11	16
871	611	1077	1494	526	27.5	53.0	1.9097	0.5	2.4	11	12
962	747	862	1605	712	27.1	54.4	1.9168	0.8	4.7	37	38
1083	889	725	1734	918	27.6	52.1	1.8936	1.4	7.8	72	56
1061	891	721	1697	894	29.0	48.5	1.9133	1.2	7.8	53	57
1012	824	803	1612	710	31.0	42.9	1.8909	1	6.3	31	39
1031	834	793	1640	737	32.5	39.4	1.8982	1.2	6.5	47	47
1011	816	830	1614	680	36.9	30.9	1.8934	1.1	6.1	33	35
1009	824	822	1606	670	36.2	30.6	1.8105	1.2	6.3	35	44
980	793	858	1549	654	37.7	27.7	1.7780	1.1	5.6	32	43
961	803	852	1552	618	37.1	27.2	1.6874	1	5.8	23	34
966	784	870	1530	652	39.5	24.3	1.7216	1	5.4	27	36
1022	849	813	1583	732	39.9	23.8	1.7127	1.2	6.8	32	44
1091	953	723	1688	853	39.6	24.3	1.7255	1.7	9.3	51	63
1063	919	735	1676	821	37.2	29.1	1.8185	1.7	8.5	46	60
1116	952	702	1759	895	33.9	37.1	1.9264	1.7	9.3	62	66
1101	875	722	1748	927	31.6	43.6	1.9944	1.7	7.4	65	68
937	908	822	1466	826	32.9	24.9	1.2269	1.6	8.2	86	83
902	808	912	1408	632	34.4	23.5	1.2541	1.3	5.9	57	64
860	748	955	1344	532	34.3	22.5	1.1974	1	4.7	39	50
843	716	1005	1305	496	33.4	21.6	1.0927	0.9	4.1	41	53
872	760	979	1314	513	36.1	18.4	1.0827	1	4.9	47	57
857	775	979	1258	512	37.3	15.4	0.9692	1.1	5.2	45	55
922	878	880	1363	615	36.8	16.2	0.9922	1.5	7.5	60	70
951	875	856	1406	600	34.9	20.9	1.1463	1.5	7.4	51	68
962	891	813	1442	634	30.8	26.5	1.1603	1.6	7.8	53	73
957	926	758	1480	830	28.9	28.3	1.1078	1.7	8.6	72	92
928	837	808	1410	871	27.0	30.7	1.0790	1.4	6.5	62	80
895	846	819	1371	787	26.6	30.6	1.0459	1.2	6.8	41	60
902	797	845	1355	841	26.0	33.1	1.0955	1.1	5.7	32	49
904	801	852	1400	862	24.1	37.9	1.1204	1.1	5.8	44	53
919	799	844	1409	881	22.2	43.1	1.1396	1.2	5.7	29	50
812	663	982	1265	709	22.8	41.3	1.1284	0.7	3.2	18	34
762	563	1181	1208	492	21.7	42.6	1.0907	0.4	1.7	12	21
786	642	1057	1270	592	20.2	47.1	1.1021	0.7	2.8	39	48
868	798	866	1392	824	20.1	47.8	1.1093	1.1	5.7	83	71
965	977	725	1515	1014	20.6	45.5	1.0925	1.6	10.0	149	94
1049	1133	630	1662	1208	22.4	41.1	1.0979	2.3	14.5	216	118
1008	973	714	1509	1178	25.0	36.6	1.1430	1.6	9.9	153	105
1008	1021	714	1549	1176	29.9	26.2	1.0891	2	11.2	177	122
973	911	800	1441	891	32.9	21.8	1.0714	2	8.3	126	121
964	959	787	1438	731	35.0	17.9	0.9900	1.6	9.5	96	115
923	862	875	1363	626	34.6	18.2	0.9832	1.3	7.1	92	107
934	811	896	1343	553	33.8	22.8	1.1781	1	6.0	75	86
1036	943	770	1509	770	36.3	19.5	1.1539	1.6	9.1	109	118
1076	994	723	1549	938	38.3	17.9	1.1810	2	10.4	133	129
1055	927	757	1520	716	36.9	20.9	1.2864	1.7	8.7	87	90
1081	938	728	1568	714	33.9	30.0	1.5600	1.7	9.0	80	87
1072	850	737	1604	702	29.8	43.4	1.7988	1.4	6.8	70	65
1038	773	749	1568	687	27.5	50.4	1.8274	1.3	5.2	67	61
1059	800	740	1604	739	27.5	50.4	1.8284	1.3	5.7	66	62
1070	852	704	1639	867	28.1	48.0	1.7933	1.6	6.9	97	85
1093	893	677	1678	927	26.9	49.6	1.7299	1.8	7.8	90	83
1016	849	729	1609	872	26.0	48.0	1.5899	1.5	6.8	99	84
988	825	756	1559	848	24.9	50.6	1.5747	1.3	6.3	71	71
930	749	823	1464	777	23.7	53.2	1.5418	1.1	4.7	59	62
884	686	908	1439	651	22.9	56.1	1.5492	0.6	3.6	26	40
913	730	883	1493	774	23.3	55.5	1.5636	0.7	4.4	47	50
994	829	784	1581	982	23.6	54.2	1.5583	1.1	6.4	108	78
1173	1047	631	1815	1175	24.9	52.9	1.6430	1.9	11.9	160	89
1314	1325	499	2143	1390	26.4	50.8	1.7166	3.5	21.0	204	106
1252	1168	557	1938	1352	28.1	47.4	1.7753	2.9	15.6	193	107
1151	1053	623	1835	1152	30.2	43.2	1.8230	2.2	12.1	146	93
1122	951	687	1729	1022	31.2	41.9	1.8710	2	9.3	126	95
1111	927	707	1715	922	33.9	36.0	1.8692	1.7	8.7	90	78
1058	894	736	1648	825	33.9	34.1	1.7754	1.6	7.9	84	76
972	820	811	1535	630	34.4	30.6	1.6402	1.3	6.2	60	66
985	826	808	1544	621	35.3	28.5	1.6034	1.3	6.3	66	71
1004	814	808	1520	602	36.3	28.3	1.6851	1.3	6.0	57	61
1030	897	733	1592	668	35.3	29.4	1.6577	1.6	7.9	71	73
965	802	821	1504	564	32.5	34.1	1.6453	1.3	5.8	51	54
987	824	793	1541	581	29.1	42.1	1.6695	1.4	6.3	49	53
923	811	804	1434	604	27.8	35.6	1.3116	1.4	6.0	59	69
872	824	853	1346	590	27.0	30.0	1.0542	1.3	6.3	66	77
939	849	804	1479	650	26.3	37.3	1.2555	1.4	6.8	72	83
954	855	792	1474	745	25.2	40.8	1.2877	1.5	7.0	89	94
969	857	753	1485	821	24.3	43.3	1.2973	1.5	7.0	75	84
882	763	879	1388	656	23.3	45.3	1.2794	0.9	5.0	38	55
805	637	1048	1276	520	24.1	44.0	1.3034	0.6	2.8	24	35
842	640	1070	1293	595	23.7	46.7	1.3501	0.5	2.8	40	45
792	621	1015	1322	714	20.0	59.3	1.3681	0.6	2.5	40	56
749	559	1145	1255	584	22.5	48.6	1.3077	0.4	1.7	25	33
803	676	975	1303	676	19.5	57.0	1.2739	0.5	3.4	38	39
818	726	921	1330	685	19.6	56.1	1.2651	0.7	4.3	38	43
932	861	767	1483	894	20.7	53.3	1.2870	1.2	7.1	75	62
977	913	744	1512	977	24.7	41.8	1.2839	1.7	8.3	104	81
1011	945	733	1570	1034	29.9	30.5	1.2616	1.8	9.1	134	102
975	887	829	1478	737	32.3	27.2	1.2933	1.5	7.7	85	86
958	867	828	1468	660	34.3	24.5	1.3021	1.2	7.2	30	37
903	805	886	1361	581	33.4	22.5	1.1398	1.1	5.8	49	64
1058	1016	673	1625	832	33.8	25.8	1.3338	1.9	11.0	209	101
1040	882	756	1560	635	34.5	28.6	1.5393	1.4	7.6	132	71
1093	981	666	1676	733	32.7	33.0	1.5987	2	10.1	166	82
1184	1119	594	1806	912	31.4	35.4	1.5972	2.7	14.1	243	104
1180	1121	568	1816	947	27.7	43.5	1.5920	2.8	14.1	247	105
1079	988	633	1694	899	26.2	47.8	1.5979	2	10.3	165	87
1095	1032	621	1730	984	25.7	48.7	1.5825	2.1	11.5	187	98
1073	1009	639	1655	955	25.2	50.1	1.5800	2	10.9	206	105
1063	991	655	1672	966	24.4	53.4	1.6031	1.8	10.4	200	104
1046	960	671	1637	899	23.7	55.4	1.6031	1.9	9.5	189	96
953	858	742	1544	780	22.8	58.5	1.5992	1.3	7.0	136	79
864	673	947	1412	636	22.8	58.5	1.5985	0.7	3.3	83	61
838	639	963	1391	596	20.8	64.9	1.5710	0.5	2.8	72	48
913	728	802	1418	887	19.7	66.8	1.5184	0.6	4.3	121	63
1039	921	687	1556	1115	19.8	64.3	1.4678	1.3	8.5	268	92
1252	1320	499	2001	1374	20.6	62.3	1.4915	3.6	20.9	451	99
1410	1669	393	2555	1644	23.2	54.0	1.5143	4.9	35.2	458	117
1217	1261	533	1941	1375	26.3	43.1	1.4542	3.9	18.7	487	142
1114	1077	633	1705	1199	29.1	35.4	1.4008	2.2	12.8	319	121
1026	1020	689	1603	992	30.0	31.6	1.3176	1.9	11.2	269	122
1051	1094	646	1675	966	32.4	26.3	1.2594	2.2	13.3	224	108
1027	1024	700	1588	814	31.3	29.1	1.3054	2	11.3	162	80
996	992	722	1580	727	31.1	28.6	1.2718	2	10.4	189	93
1028	1060	686	1601	806	33.3	24.4	1.2320	2	12.3	213	108
1030	1060	705	1588	852	35.5	21.2	1.2022	2.1	12.3	245	118
1133	1280	595	1791	1093	34.6	22.0	1.1890	3.2	19.4	341	149
1180	1339	567	1868	1211	33.3	23.6	1.1842	4	21.5	382	171
1261	1446	528	2061	1346	30.0	28.5	1.1896	4.4	25.7	358	154
1093	1133	599	1708	1200	28.0	33.0	1.2264	3	14.5	288	122
1068	1029	650	1612	1192	27.2	37.4	1.3279	2.2	11.4	252	126
1031	958	700	1560	1074	26.6	39.9	1.3657	1.7	9.5	201	121
1055	1037	635	1632	1161	25.3	41.7	1.3247	1.9	11.6	225	125
1060	1029	622	1663	1210	24.3	44.7	1.3432	2	11.4	242	126
962	880	726	1484	1050	24.4	45.6	1.3779	1.5	7.5	167	96
874	776	846	1416	873	23.1	49.9	1.3891	0.8	5.3	99	73
834	709	907	1348	835	21.8	54.1	1.4004	0.6	4.0	87	65
865	745	866	1394	901	21.0	56.9	1.3999	0.7	4.6	164	90
903	803	819	1471	853	21.8	55.5	1.4323	0.8	5.8	87	58
1236	1297	542	1997	1321	21.6	57.2	1.4607	2.9	20.0	93	27
1464	1552	419	2366	1738	22.8	54.2	1.4886	5.2	30.0	417	67
1258	1261	514	1940	1603	26.2	45.0	1.5098	3.3	18.7	406	96
1016	888	776	1485	1040	23.1	47.0	1.3122	1.3	7.7	169	64
1228	1113	628	1719	1324	23.7	46.2	1.3376	2.5	13.9	231	72
1311	1350	529	1957	1486	25.8	41.9	1.3688	3.4	22.0	232	73
1081	983	703	1546	1079	27.3	38.3	1.3669	2.1	10.2	145	64
1104	993	705	1539	1081	31.0	29.1	1.2885	2.2	10.4	170	74
991	898	787	1412	806	31.6	25.5	1.1638	1.7	8.0	214	89
1325	1266	926	1441	1543	32.4	19.8	0.9484	4	18.9	477	188
1383	1406	824	1582	1678	29.9	22.3	0.9235	4.7	24.1	502	176
1254	1241	873	1463	1431	28.2	24.8	0.9360	3.8	18.1	420	163
1221	1174	874	1481	1413	26.8	28.9	1.0019	2.8	15.8	344	155
1226	1138	862	1481	1419	25.1	32.3	1.0131	2.6	14.6	307	146
1100	999	984	1361	1145	25.4	30.5	0.9722	2	10.6	251	131
999	879	1114	1261	960	24.9	28.3	0.8775	1.4	7.5	180	119
980	873	1088	1258	949	23.2	30.5	0.8558	1.2	7.4	141	98
859	698	1254	1157	819	22.3	33.6	0.8959	0.6	3.8	105	89
806	605	1366	1132	725	21.4	35.7	0.8982	0.2	2.3	74	68
813	631	1327	1108	710	21.7	33.4	0.8545	0.4	2.7	91	65
889	760	1224	1213	806	20.3	35.5	0.8342	0.6	4.9	143	81
1200	1246	798	1574	1416	19.7	37.5	0.8501	3	18.2	553	136
1289	1335	724	1681	1521	21.0	35.6	0.8736	3.2	21.4	542	130
1355	1333	741	1691	1605	25.0	28.9	0.9025	3.5	21.3	590	157
1277	1292	800	1626	1481	31.0	21.9	0.9708	3.1	19.9	590	171
1156	1142	907	1490	1188	34.9	18.5	1.0189	2.2	14.8	387	143
1054	1071	1006	1380	940	37.1	15.0	0.9297	1.7	12.6	252	116
1096	1083	971	1430	986	35.0	17.3	0.9542	2	13.0	310	129
1160	1185	873	1522	1162	35.1	17.5	0.9733	2.5	16.2	396	168
1148	1149	924	1473	1047	35.4	16.6	0.9385	2.4	15.0	329	152
1166	1186	878	1500	1180	38.4	13.8	0.9221	2.9	16.2	393	175
1315	1370	794	1689	1399	37.6	14.5	0.9277	4.2	22.7	522	212
1425	1605	660	1920	2321	35.2	16.6	0.9242	5.4	32.3	631	220
1329	1360	704	1768	1894	31.2	25.5	1.1379	4.3	22.3	435	175
1299	1197	763	1688	1606	29.3	30.7	1.2290	3.6	16.6	407	165
1123	1015	845	1470	1297	28.3	30.1	1.1392	2	11.0	255	136
1089	1024	831	1452	1182	27.4	31.5	1.1330	1.5	11.3	180	111
1081	950	876	1434	1138	26.2	35.7	1.1929	1.5	9.3	186	114
1031	871	950	1393	972	25.2	38.1	1.2049	1.2	7.3	147	96
969	787	1035	1350	799	24.4	39.1	1.1784	1	5.5	101	75
881	680	1175	1251	630	23.7	39.1	1.1289	0.5	3.5	69	58
866	644	1162	1218	629	24.5	38.5	1.1688	0.4	2.9	49	41
895	689	1134	1250	709	22.4	43.5	1.1624	0.5	3.6	91	55
933	786	1018	1306	858	22.3	43.8	1.1631	0.7	5.5	144	73
1209	1163	762	1606	1300	21.4	45.8	1.1515	2.4	15.5	430	108
1417	1511	587	1975	1676	22.9	41.3	1.1383	4.1	28.3	606	147
1227	1233	739	1594	1384	26.6	30.3	1.0378	3	17.8	519	150
1093	1076	871	1457	1125	30.3	23.0	0.9770	2	12.8	353	131
1135	1170	867	1523	1189	32.8	18.9	0.9234	2.5	15.7	429	144
1112	1161	866	1499	1088	34.3	17.7	0.9416	2.4	15.4	345	151
1147	1168	858	1492	1118	33.3	18.9	0.9536	2.6	15.6	417	165
1086	1070	907	1423	924	33.0	20.1	0.9959	1.9	12.6	276	135
1077	1056	908	1406	935	33.6	19.6	1.0029	2.1	12.2	280	143
1110	1098	882	1450	1009	34.9	18.4	1.0106	2.5	13.4	365	153
1146	1125	846	1511	1016	33.4	20.3	1.0270	2.7	14.3	363	149
1211	1194	797	1599	1188	31.6	22.7	1.0410	3.3	16.5	393	164
1218	1221	755	1599	1290	29.2	26.9	1.0709	3	17.4	385	180
1136	1082	824	1478	1130	27.7	30.1	1.0991	2.6	12.9	307	159
1017	908	932	1354	880	27.1	31.0	1.0991	1.4	8.2	194	119
1063	946	886	1391	996	26.0	33.4	1.1071	1.6	9.2	205	127
1083	951	880	1393	1054	25.1	35.7	1.1222	1.7	9.3	223	131
1077	994	829	1429	1081	24.3	38.5	1.1525	1.6	10.4	176	101
1372	1251	609	1890	1588	25.4	53.0	1.6963	3.1	18.4	475	138
1320	1190	655	1825	1482	30.0	41.6	1.7324	2.9	16.3	395	138
1346	1246	639	1907	1458	32.6	34.8	1.6872	3	18.2	353	138
1307	1236	649	1869	1356	32.2	34.2	1.6145	3	17.9	397	137
1157	1069	737	1653	1100	32.1	33.5	1.5690	2.2	12.6	274	120
1154	1026	773	1623	1212	32.6	31.8	1.5361	2	11.3	505	208
1172	1145	735	1676	1049	35.2	25.2	1.4111	2.3	14.9	275	128
1241	1254	693	1735	1149	34.3	24.7	1.3154	3.1	18.5	360	145
1570	1684	494	2289	1716	29.0	36.6	1.4452	6.2	35.9	597	168
1418	1471	542	2064	1600	27.1	42.2	1.4949	4.7	26.7	728	177
1317	1295	593	1883	1592	26.1	46.4	1.5445	3	19.9	891	172
1204	1136	648	1782	1491	25.1	49.4	1.5480	2.1	14.6	346	112
1014	853	843	1499	1084	26.0	46.4	1.5375	1	6.9	98	39
956	794	896	1456	1007	24.7	49.2	1.5116	0.8	5.6	144	68
891	708	1005	1382	823	24.8	49.0	1.5092	0.7	3.9	110	51
1299	1220	624	1929	1319	26.9	53.1	1.8557	3.3	17.3	341	112
1546	1519	493	2265	1649	26.5	50.8	1.7334	6.1	28.6	622	170
1571	1593	469	2409	1686	25.1	55.8	1.7511	7	31.8	615	173
1312	1299	580	2016	1380	23.9	58.9	1.7276	4.4	20.1	443	135
1074	946	767	1635	1079	23.1	62.8	1.7562	1.9	9.2	219	93
1127	989	752	1724	1096	22.1	67.3	1.7671	1.8	10.3	203	74
1040	923	769	1640	1049	22.1	66.5	1.7441	1.5	8.6	165	69
1060	925	772	1649	1161	21.1	70.1	1.7366	1.6	8.6	339	109
911	753	934	1496	865	21.9	67.1	1.7394	0.8	4.8	103	55
853	623	1107	1421	768	21.7	67.4	1.7262	0.5	2.6	74	49
897	738	936	1471	843	19.1	76.0	1.6668	0.6	4.5	72	42
976	840	844	1562	964	19.4	75.4	1.6802	1	6.6	180	50
1066	982	740	1699	1065	19.7	74.4	1.6829	1	10.1	239	53
1435	1387	544	2140	1467	19.9	74.3	1.7083	4	23.4	664	86
1420	1430	512	2194	1510	20.4	72.8	1.7198	4	25.0	525	81
1365	1341	549	2033	1518	21.6	67.7	1.7254	4	21.6	543	96
1171	1083	695	1758	1276	22.9	59.1	1.6330	3	13.0	390	96
982	850	888	1505	873	18.7	73.1	1.5608	1	6.8	217	79
1021	979	798	1580	958	21.1	58.3	1.4444	2	10.0	248	95
1044	1039	771	1609	1076	23.3	47.1	1.3281	2	11.7	333	127
1005	972	834	1514	952	22.9	47.9	1.3208	2	9.8	279	102
1021	985	816	1524	977	23.3	46.2	1.3010	2	10.2	339	107
1064	1048	772	1574	1059	23.7	45.4	1.3150	2	12.0	315	110
1167	1231	659	1745	1199	23.8	46.1	1.3373	3	17.7	365	124
1167	1263	640	1790	1212	23.0	49.3	1.3689	4	18.8	338	113
1164	1227	658	1800	1193	21.9	53.1	1.3787	4	17.6	318	104
1092	1110	725	1641	1105	21.3	54.8	1.3742	3	13.8	302	117
997	955	845	1528	926	21.2	55.2	1.3699	2	9.4	214	94
944	1005	874	1633	1094	21.3	55.8	1.3974	1	10.7	363	109
834	817	1022	1408	774	21.4	52.1	1.3125	1	6.1	178	72
796	667	1162	1295	558	20.6	56.6	1.3583	1	3.2	55	40
752	521	1451	1247	471	19.7	61.9	1.4017	0	1.2	32	23
755	528	1472	1234	471	19.6	59.1	1.3346	0	1.3	35	24
800	598	1336	1278	529	19.8	56.7	1.2941	1	2.2	84	41
1147	1136	737	1708	1114	20.2	55.6	1.3043	2	14.6	456	99
1036	965	854	1544	987	19.7	57.8	1.3112	2	9.7	342	91
926	845	979	1398	851	20.2	53.1	1.2442	1	6.7	239	81
961	881	932	1417	901	22.0	47.0	1.2259	2	7.6	337	95
951	926	902	1460	949	23.5	41.6	1.1884	2	8.6	351	113
962	940	889	1441	855	22.8	41.8	1.1417	2	9.0	209	89
1004	1004	832	1490	911	23.4	40.4	1.1500	2	10.7	257	88
893	828	988	1357	672	23.2	42.8	1.2017	1	6.3	169	81
990	956	872	1476	826	23.6	43.2	1.2433	2	9.4	216	82
1071	1068	798	1556	988	23.9	40.8	1.1937	2	12.5	303	115
1140	1155	733	1660	1105	23.6	42.8	1.2300	3	15.2	320	112
1103	1143	741	1647	1089	23.2	43.3	1.2161	3	14.8	310	116
1082	1178	733	1605	1077	22.8	42.5	1.1608	3	15.9	341	129
991	977	872	1448	923	22.3	42.2	1.1209	2	10.0	272	110
935	852	978	1344	824	22.1	43.0	1.1271	2	6.9	229	105
908	790	1046	1317	717	22.2	42.7	1.1237	1	5.5	168	90
927	826	1021	1331	734	22.1	42.8	1.1265	1	6.3	173	94
936	844	978	1365	776	22.1	43.5	1.1443	1	6.7	186	96
847	694	1153	1240	594	21.5	45.6	1.1528	1	3.7	112	70
812	664	1212	1215	518	21.1	44.5	1.0980	1	3.2	79	57
775	609	1319	1190	468	20.2	46.7	1.0899	1	2.3	58	42
835	690	1183	1257	621	20.1	47.8	1.1144	1	3.6	122	71
913	830	980	1371	757	20.0	50.7	1.1724	1	6.4	173	82
903	765	1035	1317	712	20.7	49.7	1.1970	1	5.0	176	81
982	895	892	1413	859	24.3	39.5	1.1842	2	7.9	233	89
925	838	949	1324	728	25.4	34.8	1.1119	1	6.6	210	83
895	776	1024	1274	640	26.6	30.7	1.0501	1	5.2	178	82
930	838	957	1319	680	27.7	28.1	1.0272	1	6.6	189	78
953	881	926	1339	704	27.6	28.7	1.0406	2	7.6	210	79
885	765	1017	1268	619	27.6	29.2	1.0594	1	5.0	162	78
903	779	1010	1278	583	28.1	28.6	1.0715	1	5.3	137	73
927	781	994	1267	594	29.1	26.8	1.0648	1.3	5.3	165	73
979	835	936	1338	700	28.4	28.3	1.0798	1.5	6.5	204	100
1050	947	832	1447	912	26.6	32.1	1.1020	2	9.2	266	122
1091	1037	770	1512	1038	25.3	35.3	1.1262	2.4	11.6	299	132
1040	946	827	1424	952	24.7	37.1	1.1397	2	9.2	234	116
997	879	885	1404	887	23.5	40.6	1.1588	1.5	7.5	181	109
1042	938	816	1456	1004	22.8	43.4	1.1915	1.7	9.0	210	109
1191	1055	707	1563	1221	22.2	47.9	1.2626	2.5	12.1	304	116
1149	996	754	1534	1177	21.3	50.5	1.2652	2.2	10.5	255	104
973	862	850	1436	957	20.6	53.2	1.2742	1.4	7.1	149	81
940	823	891	1415	853	19.6	56.6	1.2797	1.2	6.2	112	64
830	699	1012	1339	736	18.8	59.5	1.2758	0.9	3.8	90	54
773	609	1169	1256	590	19.3	57.0	1.2603	0.5	2.3	46	35
811	644	1144	1289	655	18.2	60.8	1.2567	0.6	2.9	76	44
901	754	936	1351	854	16.8	66.8	1.2721	1	4.8	139	62
969	886	863	1451	953	18.6	60.0	1.2757	1	7.7	179	68
1027	933	806	1465	1050	22.2	48.0	1.2678	1.7	8.8	224	85
1094	1002	755	1536	1114	26.5	35.7	1.2149	2.2	10.6	272	110
1083	984	784	1485	1049	30.0	28.5	1.1883	2.1	10.2	251	115
1098	1015	754	1508	996	32.2	24.7	1.1696	2.2	11.0	250	129
1059	1047	761	1549	841	29.6	28.6	1.1628	2	11.9	178	106
1021	1009	771	1545	769	29.8	28.5	1.1809	2	10.8	137	87
925	768	987	1289	541	31.1	26.1	1.1630	1.2	5.1	119	70
1045	910	878	1385	742	34.6	22.4	1.2120	1.8	8.3	193	106
1303	1317	631	1816	1196	33.2	25.4	1.2722	4.3	20.7	329	151
1254	1204	668	1655	1338	30.0	31.4	1.3074	3.8	16.8	413	179
1345	1306	587	1806	1416	27.5	38.1	1.3756	4.4	20.4	489	188
1273	1159	645	1704	1341	26.2	42.5	1.4230	3.8	15.3	470	187
1096	931	766	1506	1019	24.7	46.4	1.4206	1.9	8.8	228	121
1077	920	778	1509	935	23.6	50.0	1.4383	1.7	8.5	169	99
1084	929	751	1517	1081	22.7	53.6	1.4632	1.8	8.7	189	100
980	800	863	1407	903	22.7	53.8	1.4666	1.1	5.7	100	79
882	713	978	1343	731	22.8	53.0	1.4577	0.8	4.0	71	57
851	655	1051	1301	625	21.4	57.6	1.4469	0.7	3.0	52	43
804	601	1122	1281	646	19.5	63.5	1.4269	0.5	2.2	57	50
823	631	1090	1304	671	20.2	60.8	1.4243	0.5	2.7	69	47
903	748	937	1373	801	19.4	63.5	1.4139	0.9	4.7	126	60
1310	1344	573	2026	1353	18.7	65.6	1.4039	3.5	21.7	376	91
1479	1490	494	2146	1749	23.5	49.7	1.4156	5.7	27.5	737	159
1285	1243	599	1815	1582	26.4	41.9	1.4237	3.5	18.1	481	173
1262	1258	597	1835	1484	29.9	34.0	1.4096	3.7	18.6	425	174
1225	1227	643	1774	1321	31.5	30.8	1.4017	3.1	17.6	330	165
1162	1188	676	1681	1125	30.2	30.2	1.2744	3	16.3	303	136
1103	1044	757	1523	967	30.5	29.3	1.2612	2.6	11.8	283	125
1120	1045	752	1563	975	31.8	27.4	1.2673	2.4	11.9	264	122
1169	1163	708	1639	1025	34.3	23.2	1.2326	2.6	15.5	280	124
1386	1522	560	1990	1469	34.1	23.0	1.2081	5	28.8	505	184
1426	1577	521	2080	1648	30.5	29.2	1.2585	5.6	31.1	566	200
1476	1663	473	2167	1785	28.1	32.4	1.2173	6.5	34.9	681	225
1167	1282	633	1685	1371	26.5	31.7	1.0787	4.1	19.5	448	168
1032	1039	761	1455	1071	24.8	33.7	1.0377	2.1	11.7	231	118
1034	972	747	1437	1118	23.9	38.1	1.1123	2	9.9	230	115
986	885	835	1407	931	23.0	43.0	1.1897	1.4	7.7	146	94
908	732	966	1311	722	23.5	44.7	1.2755	0.8	4.4	77	62
891	714	957	1295	773	22.3	47.7	1.2643	0.8	4.1	82	68
843	656	1042	1271	665	22.1	49.8	1.3094	0.6	3.1	55	50
814	589	1119	1246	565	20.8	55.9	1.3581	0.4	2.1	42	36
